"sppKey","english","order","family","genus","species","genSp","mass"
"00480","Slaty-backed Gull","Charadriiformes","Laridae","Larus","schistisagus","Larus schistisagus",1327
"00440","Glaucous-winged Gull","Charadriiformes","Laridae","Larus","glaucescens","Larus glaucescens",1063.05
"00495","hybrid Western Gull x Glaucous-winged Gull","Charadriiformes","Laridae","Larus","occidentalis x glaucescens","Larus occidentalis",886.4
"00420","Glaucous Gull","Charadriiformes","Laridae","Larus","hyperboreus","Larus hyperboreus",1412.5
"00470","Great Black-backed Gull","Charadriiformes","Laridae","Larus","marinus","Larus marinus",1606.5
"51540","Kelp Gull","Charadriiformes","Laridae","Larus","dominicanus","Larus dominicanus",1008
"00790","Brown Noddy","Charadriiformes","Laridae","Anous","stolidus","Anous stolidus",184.35
"00791","Black Noddy","Charadriiformes","Laridae","Anous","minutus","Anous minutus",97.5
"00793","White Tern","Charadriiformes","Laridae","Gygis","alba","Gygis alba",138.5
"00750","Sooty Tern","Charadriiformes","Laridae","Onychoprion","fuscatus","Onychoprion fuscatus",180
"00760","Bridled Tern","Charadriiformes","Laridae","Onychoprion","anaethetus","Onychoprion anaethetus",96
"00730","Aleutian Tern","Charadriiformes","Laridae","Onychoprion","aleuticus","Onychoprion aleuticus",120
"00740","Least Tern","Charadriiformes","Laridae","Sternula","antillarum","Sternula antillarum",48.1
"10960","Large-billed Tern","Charadriiformes","Laridae","Phaetusa","simplex","Phaetusa simplex",232
"00630","Gull-billed Tern","Charadriiformes","Laridae","Gelochelidon","nilotica","Gelochelidon nilotica",233
"00640","Caspian Tern","Charadriiformes","Laridae","Hydroprogne","caspia","Hydroprogne caspia",634
"00770","Black Tern","Charadriiformes","Laridae","Chlidonias","niger","Chlidonias niger",60.25
"00720","Roseate Tern","Charadriiformes","Laridae","Sterna","dougallii","Sterna dougallii",110
"00700","Common Tern","Charadriiformes","Laridae","Sterna","hirundo","Sterna hirundo",125
"00710","Arctic Tern","Charadriiformes","Laridae","Sterna","paradisaea","Sterna paradisaea",114.5
"00690","Forster's Tern","Charadriiformes","Laridae","Sterna","forsteri","Sterna forsteri",158
"00650","Royal Tern","Charadriiformes","Laridae","Thalasseus","maximus","Thalasseus maximus",470
"00670","Sandwich Tern","Charadriiformes","Laridae","Thalasseus","sandvicensis","Thalasseus sandvicensis",208
"00660","Elegant Tern","Charadriiformes","Laridae","Thalasseus","elegans","Thalasseus elegans",257
"00800","Black Skimmer","Charadriiformes","Laridae","Rynchops","niger","Rynchops niger",301.5
"00350","Great Skua","Charadriiformes","Laridae","Stercorarius","skua","Stercorarius skua",1835
"00352","South Polar Skua","Charadriiformes","Laridae","Stercorarius","maccormicki","Stercorarius maccormicki",1349
"00360","Pomarine Jaeger","Charadriiformes","Laridae","Stercorarius","pomarinus","Stercorarius pomarinus",694
"00370","Parasitic Jaeger","Charadriiformes","Laridae","Stercorarius","parasiticus","Stercorarius parasiticus",384.5
"00380","Long-tailed Jaeger","Charadriiformes","Laridae","Stercorarius","longicaudus","Stercorarius longicaudus",288.55
"00340","Dovekie","Charadriiformes","Laridae","Alle","alle","Alle alle",152.5
"00300","Common Murre","Charadriiformes","Laridae","Uria","aalge","Uria aalge",983
"00310","Thick-billed Murre","Charadriiformes","Laridae","Uria","lomvia","Uria lomvia",944.5
"00315","unid. Common Murre / Thick-billed Murre","Charadriiformes","Laridae","Uria","aalge / lomvia","Uria aalge",983
"00320","Razorbill","Charadriiformes","Laridae","Alca","torda","Alca torda",717
"00270","Black Guillemot","Charadriiformes","Alcidae","Cepphus","grylle","Cepphus grylle",381
"00290","Pigeon Guillemot","Charadriiformes","Alcidae","Cepphus","columba","Cepphus columba",485
"00230","Marbled Murrelet","Charadriiformes","Alcidae","Brachyramphus","marmoratus","Brachyramphus marmoratus",219.85
"00240","Kittlitz's Murrelet","Charadriiformes","Alcidae","Brachyramphus","brevirostris","Brachyramphus brevirostris",224
"00250","Xantus's Murrelet","Charadriiformes","Alcidae","Synthliboramphus","hypoleucus","Synthliboramphus hypoleucus",169.65
"00260","Craveri's Murrelet","Charadriiformes","Alcidae","Synthliboramphus","craveri","Synthliboramphus craveri",151
"00210","Ancient Murrelet","Charadriiformes","Alcidae","Synthliboramphus","antiquus","Synthliboramphus antiquus",206
"00160","Cassin's Auklet","Charadriiformes","Alcidae","Ptychoramphus","aleuticus","Ptychoramphus aleuticus",188
"00170","Parakeet Auklet","Charadriiformes","Alcidae","Aethia","psittacula","Aethia psittacula",289
"00200","Least Auklet","Charadriiformes","Alcidae","Aethia","pusilla","Aethia pusilla",81.4
"00190","Whiskered Auklet","Charadriiformes","Alcidae","Aethia","pygmaea","Aethia pygmaea",122.55
"00180","Crested Auklet","Charadriiformes","Alcidae","Aethia","cristatella","Aethia cristatella",259.55
"00150","Rhinoceros Auklet","Charadriiformes","Alcidae","Cerorhinca","monocerata","Cerorhinca monocerata",483
"00130","Atlantic Puffin","Charadriiformes","Alcidae","Fratercula","arctica","Fratercula arctica",376
"00140","Horned Puffin","Charadriiformes","Alcidae","Fratercula","corniculata","Fratercula corniculata",637.16
"00120","Tufted Puffin","Charadriiformes","Alcidae","Fratercula","cirrhata","Fratercula cirrhata",774.6
"03131","Rock Pigeon","Columbiformes","Columbidae","Columba","livia","Columba livia",280.5
"10970","Pale-vented Pigeon","Columbiformes","Columbidae","Patagioenas","cayennensis","Patagioenas cayennensis",240
"10980","Scaled Pigeon","Columbiformes","Columbidae","Patagioenas","speciosa","Patagioenas speciosa",262
"03141","Scaly-naped Pigeon","Columbiformes","Columbidae","Patagioenas","squamosa","Patagioenas squamosa",250
"03140","White-crowned Pigeon","Columbiformes","Columbidae","Patagioenas","leucocephala","Patagioenas leucocephala",237.3
"03130","Red-billed Pigeon","Columbiformes","Columbidae","Patagioenas","flavirostris","Patagioenas flavirostris",244
"10990","Plain Pigeon","Columbiformes","Columbidae","Patagioenas","inornata","Patagioenas inornata",250
"03120","Band-tailed Pigeon","Columbiformes","Columbidae","Patagioenas","fasciata","Patagioenas fasciata",341.7
"11020","Short-billed Pigeon","Columbiformes","Columbidae","Patagioenas","nigrirostris","Patagioenas nigrirostris",176
"03152","African Collared-Dove (a.k.a. Ringed Turtle-Dove","Columbiformes","Columbidae","Streptopelia","roseogrisea","Streptopelia roseogrisea",149
"22860","Eurasian Collared-Dove","Columbiformes","Columbidae","Streptopelia","decaocto","Streptopelia decaocto",193
"03151","Spotted Dove","Columbiformes","Columbidae","Streptopelia","chinensis","Streptopelia chinensis",160.4
"03190","White-winged Dove","Columbiformes","Columbidae","Zenaida","asiatica","Zenaida asiatica",153
"03170","Zenaida Dove","Columbiformes","Columbidae","Zenaida","aurita","Zenaida aurita",159
"03160","Mourning Dove","Columbiformes","Columbidae","Zenaida","macroura","Zenaida macroura",126.5
"11040","Socorro Dove","Columbiformes","Columbidae","Zenaida","graysoni","Zenaida graysoni",192
"03210","Inca Dove","Columbiformes","Columbidae","Columbina","inca","Columbina inca",54.4
"03200","Common Ground-Dove","Columbiformes","Columbidae","Columbina","passerina","Columbina passerina",37
"11050","Plain-breasted Ground-Dove","Columbiformes","Columbidae","Columbina","minuta","Columbina minuta",33
"03201","Ruddy Ground-Dove","Columbiformes","Columbidae","Columbina","talpacoti","Columbina talpacoti",46.5
"11060","Blue Ground-Dove","Columbiformes","Columbidae","Claravis","pretiosa","Claravis pretiosa",69.7
"11070","Maroon-chested Ground-Dove","Columbiformes","Columbidae","Claravis","mondetoura","Claravis mondetoura",90
"03180","White-tipped Dove","Columbiformes","Columbidae","Leptotila","verreauxi","Leptotila verreauxi",118.5
"11081","Gray-headed Dove","Columbiformes","Columbidae","Leptotila","plumbeiceps","Leptotila plumbeiceps",170
"11090","Caribbean Dove","Columbiformes","Columbidae","Leptotila","jamaicensis","Leptotila jamaicensis",160
"11100","Gray-chested Dove","Columbiformes","Columbidae","Leptotila","cassini","Leptotila cassini",159
"03220","Key West Quail-Dove","Columbiformes","Columbidae","Geotrygon","chrysia","Geotrygon chrysia",171
"11120","Bridled Quail-Dove","Columbiformes","Columbidae","Geotrygon","mystacea","Geotrygon mystacea",230
"11130","White-faced Quail-Dove","Columbiformes","Columbidae","Geotrygon","albifacies","Geotrygon albifacies",316
"11140","Tuxtla Quail-Dove","Columbiformes","Columbidae","Geotrygon","carrikeri","Geotrygon carrikeri",208
"03221","Ruddy Quail-Dove","Columbiformes","Columbidae","Geotrygon","montana","Geotrygon montana",115
"81650","Cockatiel","Psittaciformes","Cacatuidae","Nymphicus","hollandicus","Nymphicus hollandicus",86.95
"03822","Budgerigar","Psittaciformes","Psittacidae","Melopsittacus","undulatus","Melopsittacus undulatus",29.05
"03823","Rose-ringed Parakeet","Psittaciformes","Psittacidae","Psittacula","krameri","Psittacula krameri",148.75
"61970","Rosy-faced Lovebird","Psittaciformes","Psittacidae","Agapornis","roseicollis","Agapornis roseicollis",54
"51830","Nanday (Black-hooded) Parakeet","Psittaciformes","Psittacidae","Nandayus","nenday","Nandayus nenday",128
"51780","Green-cheeked Parakeet","Psittaciformes","Psittacidae","Pyrrhura","molinae","Pyrrhura molinae",NA
"03824","Monk Parakeet","Psittaciformes","Psittacidae","Myiopsitta","monachus","Myiopsitta monachus",120
"41070","Blue-crowned Parakeet","Psittaciformes","Psittacidae","Aratinga","acuticaudata","Aratinga acuticaudata",99.8
"11230","Green Parakeet","Psittaciformes","Psittacidae","Aratinga","holochlora","Aratinga holochlora",99.8
"11240","Pacific Parakeet","Psittaciformes","Psittacidae","Aratinga","strenua","Aratinga strenua",99.8
"51850","Mitred Parakeet","Psittaciformes","Psittacidae","Aratinga","mitrata","Aratinga mitrata",99.8
"51860","Red-masked Parakeet","Psittaciformes","Psittacidae","Aratinga","erythrogenys","Aratinga erythrogenys",99.8
"41080","White-eyed Parakeet","Psittaciformes","Psittacidae","Aratinga","leucophthalma","Aratinga leucophthalma",157
"41110","Dusky-headed Parakeet","Psittaciformes","Psittacidae","Aratinga","weddellii","Aratinga weddellii",108
"11260","Hispaniolan Parakeet","Psittaciformes","Psittacidae","Aratinga","chloroptera","Aratinga chloroptera",99.8
"11280","Olive-throated Parakeet","Psittaciformes","Psittacidae","Aratinga","nana","Aratinga nana",77
"11290","Orange-fronted Parakeet","Psittaciformes","Psittacidae","Aratinga","canicularis","Aratinga canicularis",71
"11300","Brown-throated Parakeet","Psittaciformes","Psittacidae","Aratinga","pertinax","Aratinga pertinax",86
"11310","Chestnut-fronted Macaw","Psittaciformes","Psittacidae","Ara","severus","Ara severus",430
"11320","Military Macaw","Psittaciformes","Psittacidae","Ara","militaris","Ara militaris",1134
"11350","Scarlet Macaw","Psittaciformes","Psittacidae","Ara","macao","Ara macao",1015
"11371","Blue-and-yellow Macaw","Psittaciformes","Psittacidae","Ara","ararauna","Ara ararauna",1125
"03821","Thick-billed Parrot","Psittaciformes","Psittacidae","Rhynchopsitta","pachyrhyncha","Rhynchopsitta pachyrhyncha",325
"11380","Maroon-fronted Parrot","Psittaciformes","Psittacidae","Rhynchopsitta","terrisi","Rhynchopsitta terrisi",442
"11390","Barred Parakeet","Psittaciformes","Psittacidae","Bolborhynchus","lineola","Bolborhynchus lineola",54
"11410","Mexican Parrotlet","Psittaciformes","Psittacidae","Forpus","cyanopygius","Forpus cyanopygius",33
"11430","Orange-chinned Parakeet","Psittaciformes","Psittacidae","Brotogeris","jugularis","Brotogeris jugularis",61
"03825","White-winged Parakeet","Psittaciformes","Psittacidae","Brotogeris","versicolurus","Brotogeris versicolurus",71.6
"52021","Yellow-chevroned Parakeet","Psittaciformes","Psittacidae","Brotogeris","chiriri","Brotogeris chiriri",62
"11470","Brown-hooded Parrot","Psittaciformes","Psittacidae","Pyrilia","haematotis","Pyrilia haematotis",NA
"11490","White-crowned Parrot","Psittaciformes","Psittacidae","Pionus","senilis","Pionus senilis",212
"11500","White-fronted Parrot","Psittaciformes","Psittacidae","Amazona","albifrons","Amazona albifrons",206
"11510","Yellow-lored Parrot","Psittaciformes","Psittacidae","Amazona","xantholora","Amazona xantholora",217
"11540","Hispaniolan Parrot","Psittaciformes","Psittacidae","Amazona","ventralis","Amazona ventralis",359
"11550","Puerto Rican Parrot","Psittaciformes","Psittacidae","Amazona","vittata","Amazona vittata",275
"03826","Red-crowned Parrot","Psittaciformes","Psittacidae","Amazona","viridigenalis","Amazona viridigenalis",316
"11570","Lilac-crowned Parrot","Psittaciformes","Psittacidae","Amazona","finschi","Amazona finschi",302
"11580","Red-lored Parrot","Psittaciformes","Psittacidae","Amazona","autumnalis","Amazona autumnalis",416
"52170","Blue-fronted Parrot","Psittaciformes","Psittacidae","Amazona","aestiva","Amazona aestiva",400
"11590","Mealy Parrot","Psittaciformes","Psittacidae","Amazona","farinosa","Amazona farinosa",610
"41360","Orange-winged Parrot","Psittaciformes","Psittacidae","Amazona","amazonica","Amazona amazonica",338
"11600","Yellow-headed Parrot","Psittaciformes","Psittacidae","Amazona","oratrix","Amazona oratrix",359
"11610","Yellow-naped Parrot","Psittaciformes","Psittacidae","Amazona","auropalliata","Amazona auropalliata",359
"11620","Yellow-crowned Parrot","Psittaciformes","Psittacidae","Amazona","ochrocephala","Amazona ochrocephala",510
"03882","Common Cuckoo","Cuculiformes","Cuculidae","Cuculus","canorus","Cuculus canorus",111.5
"03881","Oriental Cuckoo","Cuculiformes","Cuculidae","Cuculus","optatus","Cuculus optatus",96.5
"11740","Squirrel Cuckoo","Cuculiformes","Cuculidae","Piaya","cayana","Piaya cayana",108
"03870","Yellow-billed Cuckoo","Cuculiformes","Cuculidae","Coccyzus","americanus","Coccyzus americanus",60.7
"03860","Mangrove Cuckoo","Cuculiformes","Cuculidae","Coccyzus","minor","Coccyzus minor",66.65
"03880","Black-billed Cuckoo","Cuculiformes","Cuculidae","Coccyzus","erythropthalmus","Coccyzus erythropthalmus",50.65
"11690","Puerto Rican Lizard-Cuckoo","Cuculiformes","Cuculidae","Coccyzus","vieilloti","Coccyzus vieilloti",59.3333333333333
"11760","Striped Cuckoo","Cuculiformes","Cuculidae","Tapera","naevia","Tapera naevia",52
"11770","Pheasant Cuckoo","Cuculiformes","Cuculidae","Dromococcyx","phasianellus","Dromococcyx phasianellus",85
"11780","Lesser Ground-Cuckoo","Cuculiformes","Cuculidae","Morococcyx","erythropygus","Morococcyx erythropygus",65
"11790","Lesser Roadrunner","Cuculiformes","Cuculidae","Geococcyx","velox","Geococcyx velox",203
"03850","Greater Roadrunner","Cuculiformes","Cuculidae","Geococcyx","californianus","Geococcyx californianus",302.7
"03830","Smooth-billed Ani","Cuculiformes","Cuculidae","Crotophaga","ani","Crotophaga ani",97.35
"03840","Groove-billed Ani","Cuculiformes","Cuculidae","Crotophaga","sulcirostris","Crotophaga sulcirostris",74.5
"03650","Barn Owl","Strigiformes","Tytonidae","Tyto","alba","Tyto alba",353
"03740","Flammulated Owl","Strigiformes","Strigidae","Otus","flammeolus","Otus flammeolus",60.15
"03741","Oriental Scops-Owl","Strigiformes","Strigidae","Otus","sunia","Otus sunia",84
"03732","Western Screech-Owl","Strigiformes","Strigidae","Megascops","kennicottii","Megascops kennicottii",213.55
"03730","Eastern Screech-Owl","Strigiformes","Strigidae","Megascops","asio","Megascops asio",180
"11830","Balsas Screech-Owl","Strigiformes","Strigidae","Megascops","seductus","Megascops seductus",136.54
"11840","Pacific Screech-Owl","Strigiformes","Strigidae","Megascops","cooperi","Megascops cooperi",136.54
"03731","Whiskered Screech-Owl","Strigiformes","Strigidae","Megascops","trichopsis","Megascops trichopsis",90.15
"11870","Bearded Screech-Owl","Strigiformes","Strigidae","Megascops","barbarus","Megascops barbarus",69
"11851","Vermiculated Screech-Owl","Strigiformes","Strigidae","Megascops","guatemalae","Megascops guatemalae",136.54
"11890","Puerto Rican Screech-Owl","Strigiformes","Strigidae","Megascops","nudipes","Megascops nudipes",130
"11910","Crested Owl","Strigiformes","Strigidae","Lophostrix","cristata","Lophostrix cristata",468
"11920","Spectacled Owl","Strigiformes","Strigidae","Pulsatrix","perspicillata","Pulsatrix perspicillata",873
"03750","Great Horned Owl","Strigiformes","Strigidae","Bubo","virginianus","Bubo virginianus",1505
"03760","Snowy Owl","Strigiformes","Strigidae","Bubo","scandiacus","Bubo scandiacus",1726
"03770","Northern Hawk Owl","Strigiformes","Strigidae","Surnia","ulula","Surnia ulula",295
"03790","Northern Pygmy-Owl","Strigiformes","Strigidae","Glaucidium","gnoma","Glaucidium gnoma",67.45
"11940","Central American Pygmy-Owl","Strigiformes","Strigidae","Glaucidium","griseiceps","Glaucidium griseiceps",68.55
"11950","Tamaulipas Pygmy-Owl","Strigiformes","Strigidae","Glaucidium","sanchezi","Glaucidium sanchezi",68.55
"11960","Colima Pygmy-Owl","Strigiformes","Strigidae","Glaucidium","palmarum","Glaucidium palmarum",68.55
"03800","Ferruginous Pygmy-Owl","Strigiformes","Strigidae","Glaucidium","brasilianum","Glaucidium brasilianum",69.65
"03810","Elf Owl","Strigiformes","Strigidae","Micrathene","whitneyi","Micrathene whitneyi",44.5
"03780","Burrowing Owl","Strigiformes","Strigidae","Athene","cunicularia","Athene cunicularia",151.2
"03671","Mottled Owl","Strigiformes","Strigidae","Ciccaba","virgata","Ciccaba virgata",250
"11970","Black-and-white Owl","Strigiformes","Strigidae","Ciccaba","nigrolineata","Ciccaba nigrolineata",250
"03690","Spotted Owl","Strigiformes","Strigidae","Strix","occidentalis","Strix occidentalis",621
"03680","Barred Owl","Strigiformes","Strigidae","Strix","varia","Strix varia",626.95
"11980","Fulvous Owl","Strigiformes","Strigidae","Strix","fulvescens","Strix fulvescens",760.983333333333
"03700","Great Gray Owl","Strigiformes","Strigidae","Strix","nebulosa","Strix nebulosa",1035
"03660","Long-eared Owl","Strigiformes","Strigidae","Asio","otus","Asio otus",255.5
"11990","Stygian Owl","Strigiformes","Strigidae","Asio","stygius","Asio stygius",675
"03670","Short-eared Owl","Strigiformes","Strigidae","Asio","flammeus","Asio flammeus",295
"12000","Striped Owl","Strigiformes","Strigidae","Pseudoscops","clamator","Pseudoscops clamator",NA
"03710","Boreal Owl","Strigiformes","Strigidae","Aegolius","funereus","Aegolius funereus",134
"03720","Northern Saw-whet Owl","Strigiformes","Strigidae","Aegolius","acadicus","Aegolius acadicus",104.25
"12020","Unspotted Saw-whet Owl","Strigiformes","Strigidae","Aegolius","ridgwayi","Aegolius ridgwayi",80
"12030","Short-tailed Nighthawk","Caprimulgiformes","Caprimulgidae","Lurocalis","semitorquatus","Lurocalis semitorquatus",87
"04210","Lesser Nighthawk","Caprimulgiformes","Caprimulgidae","Chordeiles","acutipennis","Chordeiles acutipennis",49.9
"04200","Common Nighthawk","Caprimulgiformes","Caprimulgidae","Chordeiles","minor","Chordeiles minor",79.3
"04201","Antillean Nighthawk","Caprimulgiformes","Caprimulgidae","Chordeiles","gundlachii","Chordeiles gundlachii",64.6
"04190","Common Pauraque","Caprimulgiformes","Caprimulgidae","Nyctidromus","albicollis","Nyctidromus albicollis",53.05
"04180","Common Poorwill","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Phalaenoptilus nuttallii",48.35
"12060","Eared Poorwill","Caprimulgiformes","Caprimulgidae","Nyctiphrynus","mcleodii","Nyctiphrynus mcleodii",35
"12070","Yucatan Poorwill","Caprimulgiformes","Caprimulgidae","Nyctiphrynus","yucatanicus","Nyctiphrynus yucatanicus",25
"04160","Chuck-will's-widow","Caprimulgiformes","Caprimulgidae","Caprimulgus","carolinensis","Caprimulgus carolinensis",108.9
"12120","Tawny-collared Nightjar","Caprimulgiformes","Caprimulgidae","Caprimulgus","salvini","Caprimulgus salvini",59
"12121","Yucatan Nightjar","Caprimulgiformes","Caprimulgidae","Caprimulgus","badius","Caprimulgus badius",64
"04161","Buff-collared Nightjar","Caprimulgiformes","Caprimulgidae","Caprimulgus","ridgwayi","Caprimulgus ridgwayi",48
"04171","Eastern Whip-poor-will","Caprimulgiformes","Caprimulgidae","Caprimulgus","vociferus","Caprimulgus vociferus",53.4
"04172","Mexican Whip-poor-will","Caprimulgiformes","Caprimulgidae","Caprimulgus","arizonae","Caprimulgus arizonae",60.5222222222222
"04170","unid. Mexican / Eastern Whip-poor-will","Caprimulgiformes","Caprimulgidae","Caprimulgus","vociferus / arizonae","Caprimulgus vociferus",53.4
"12130","Puerto Rican Nightjar","Caprimulgiformes","Caprimulgidae","Caprimulgus","noctitherus","Caprimulgus noctitherus",36
"12150","White-tailed Nightjar","Caprimulgiformes","Caprimulgidae","Caprimulgus","cayennensis","Caprimulgus cayennensis",35
"12160","Spot-tailed Nightjar","Caprimulgiformes","Caprimulgidae","Caprimulgus","maculicaudus","Caprimulgus maculicaudus",60.5222222222222
"04162","Gray Nightjar","Caprimulgiformes","Caprimulgidae","Caprimulgus","indicus","Caprimulgus indicus",87
"12170","Great Potoo","Caprimulgiformes","Nyctibiidae","Nyctibius","grandis","Nyctibius grandis",575
"12180","Northern Potoo","Caprimulgiformes","Nyctibiidae","Nyctibius","jamaicensis","Nyctibius jamaicensis",575
"04220","Black Swift","Apodiformes","Apodidae","Cypseloides","niger","Cypseloides niger",45.6
"12210","White-fronted Swift","Apodiformes","Apodidae","Cypseloides","storeri","Cypseloides storeri",45.6
"12220","Chestnut-collared Swift","Apodiformes","Apodidae","Streptoprocne","rutila","Streptoprocne rutila",107
"04221","White-collared Swift","Apodiformes","Apodidae","Streptoprocne","zonaris","Streptoprocne zonaris",98
"12230","White-naped Swift","Apodiformes","Apodidae","Streptoprocne","semicollaris","Streptoprocne semicollaris",175
"04230","Chimney Swift","Apodiformes","Apodidae","Chaetura","pelagica","Chaetura pelagica",23.6
"04240","Vaux's Swift","Apodiformes","Apodidae","Chaetura","vauxi","Chaetura vauxi",18.5
"04222","White-throated Needletail","Apodiformes","Apodidae","Hirundapus","caudacutus","Hirundapus caudacutus",118
"04242","Common Swift","Apodiformes","Apodidae","Apus","apus","Apus apus",39.65
"04241","Fork-tailed Swift","Apodiformes","Apodidae","Apus","pacificus","Apus pacificus",43.55
"04250","White-throated Swift","Apodiformes","Apodidae","Aeronautes","saxatalis","Aeronautes saxatalis",31.2
"12310","Lesser Swallow-tailed Swift","Apodiformes","Apodidae","Panyptila","cayennensis","Panyptila cayennensis",21
"12320","Great Swallow-tailed Swift","Apodiformes","Apodidae","Panyptila","sanctihieronymi","Panyptila sanctihieronymi",48
"04251","Antillean Palm-Swift","Apodiformes","Apodidae","Tachornis","phoenicobia","Tachornis phoenicobia",9
"12370","Long-billed Hermit","Apodiformes","Trochilidae","Phaethornis","longirostris","Phaethornis longirostris",NA
"12390","Stripe-throated Hermit","Apodiformes","Trochilidae","Phaethornis","striigularis","Phaethornis striigularis",NA
"12430","Scaly-breasted Hummingbird","Apodiformes","Trochilidae","Phaeochroa","cuvierii","Phaeochroa cuvierii",8.65
"12440","Wedge-tailed Sabrewing","Apodiformes","Trochilidae","Campylopterus","curvipennis","Campylopterus curvipennis",6.9
"12450","Long-tailed Sabrewing","Apodiformes","Trochilidae","Campylopterus","excellens","Campylopterus excellens",6.9
"12460","Rufous Sabrewing","Apodiformes","Trochilidae","Campylopterus","rufus","Campylopterus rufus",7.7
"12470","Violet Sabrewing","Apodiformes","Trochilidae","Campylopterus","hemileucurus","Campylopterus hemileucurus",10.35
"12480","White-necked Jacobin","Apodiformes","Trochilidae","Florisuga","mellivora","Florisuga mellivora",7.2
"04271","Green Violetear","Apodiformes","Trochilidae","Colibri","thalassinus","Colibri thalassinus",5.15
"12500","Green-breasted Mango","Apodiformes","Trochilidae","Anthracothorax","prevostii","Anthracothorax prevostii",6.9
"12530","Antillean Mango","Apodiformes","Trochilidae","Anthracothorax","dominicus","Anthracothorax dominicus",5
"12540","Green Mango","Apodiformes","Trochilidae","Anthracothorax","viridis","Anthracothorax viridis",7
"12560","Green-throated Carib","Apodiformes","Trochilidae","Eulampis","holosericeus","Eulampis holosericeus",6
"12570","Antillean Crested Hummingbird","Apodiformes","Trochilidae","Orthorhyncus","cristatus","Orthorhyncus cristatus",3
"12590","Emerald-chinned Hummingbird","Apodiformes","Trochilidae","Abeillia","abeillei","Abeillia abeillei",3
"12601","Short-crested Coquette","Apodiformes","Trochilidae","Lophornis","brachylophus","Lophornis brachylophus",3
"12610","Black-crested Coquette","Apodiformes","Trochilidae","Lophornis","helenae","Lophornis helenae",3
"12641","Golden-crowned Emerald","Apodiformes","Trochilidae","Chlorostilbon","auriceps","Chlorostilbon auriceps",2.875
"12642","Cozumel Emerald","Apodiformes","Trochilidae","Chlorostilbon","forficatus","Chlorostilbon forficatus",2.875
"12640","Canivet's Emerald","Apodiformes","Trochilidae","Chlorostilbon","canivetii","Chlorostilbon canivetii",2.75
"12680","Puerto Rican Emerald","Apodiformes","Trochilidae","Chlorostilbon","maugaeus","Chlorostilbon maugaeus",3
"12690","Dusky Hummingbird","Apodiformes","Trochilidae","Cynanthus","sordidus","Cynanthus sordidus",3.8
"04410","Broad-billed Hummingbird","Apodiformes","Trochilidae","Cynanthus","latirostris","Cynanthus latirostris",3.3
"12710","Mexican Woodnymph","Apodiformes","Trochilidae","Thalurania","ridgwayi","Thalurania ridgwayi",NA
"12760","Blue-throated Goldentail","Apodiformes","Trochilidae","Hylocharis","eliciae","Hylocharis eliciae",3.9
"04401","White-eared Hummingbird","Apodiformes","Trochilidae","Hylocharis","leucotis","Hylocharis leucotis",4.05
"04400","Xantus's Hummingbird","Apodiformes","Trochilidae","Hylocharis","xantusii","Hylocharis xantusii",3.45
"12800","White-bellied Emerald","Apodiformes","Trochilidae","Amazilia","candida","Amazilia candida",3.75
"12850","Azure-crowned Hummingbird","Apodiformes","Trochilidae","Amazilia","cyanocephala","Amazilia cyanocephala",5.75
"04381","Berylline Hummingbird","Apodiformes","Trochilidae","Amazilia","beryllina","Amazilia beryllina",4.8
"12870","Blue-tailed Hummingbird","Apodiformes","Trochilidae","Amazilia","cyanura","Amazilia cyanura",4
"04380","Rufous-tailed Hummingbird","Apodiformes","Trochilidae","Amazilia","tzacatl","Amazilia tzacatl",5.05
"04390","Buff-bellied Hummingbird","Apodiformes","Trochilidae","Amazilia","yucatanensis","Amazilia yucatanensis",3.9
"12900","Cinnamon Hummingbird","Apodiformes","Trochilidae","Amazilia","rutila","Amazilia rutila",4.2
"04391","Violet-crowned Hummingbird","Apodiformes","Trochilidae","Amazilia","violiceps","Amazilia violiceps",5.1
"12910","Green-fronted Hummingbird","Apodiformes","Trochilidae","Amazilia","viridifrons","Amazilia viridifrons",5.4
"12920","Stripe-tailed Hummingbird","Apodiformes","Trochilidae","Eupherusa","eximia","Eupherusa eximia",4.5
"12930","Blue-capped Hummingbird","Apodiformes","Trochilidae","Eupherusa","cyanophrys","Eupherusa cyanophrys",4.75
"12940","White-tailed Hummingbird","Apodiformes","Trochilidae","Eupherusa","poliocerca","Eupherusa poliocerca",4.625
"13010","Green-throated Mountain-gem","Apodiformes","Trochilidae","Lampornis","viridipallens","Lampornis viridipallens",5.35
"13030","Amethyst-throated Hummingbird","Apodiformes","Trochilidae","Lampornis","amethystinus","Lampornis amethystinus",6.05
"04270","Blue-throated Hummingbird","Apodiformes","Trochilidae","Lampornis","clemenciae","Lampornis clemenciae",7.25
"13070","Garnet-throated Hummingbird","Apodiformes","Trochilidae","Lamprolaima","rhami","Lamprolaima rhami",8.25
"04260","Magnificent Hummingbird","Apodiformes","Trochilidae","Eugenes","fulgens","Eugenes fulgens",7.9
"13100","Purple-crowned Fairy","Apodiformes","Trochilidae","Heliothryx","barroti","Heliothryx barroti",6
"13110","Long-billed Starthroat","Apodiformes","Trochilidae","Heliomaster","longirostris","Heliomaster longirostris",6.8
"04261","Plain-capped Starthroat","Apodiformes","Trochilidae","Heliomaster","constantii","Heliomaster constantii",7
